mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_kernel,param_gamma,param_coef0,param_degree,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,split2_train_accuracy,split3_train_accuracy,split4_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_precision,split1_test_precision,split2_test_precision,split3_test_precision,split4_test_precision,mean_test_precision,std_test_precision,rank_test_precision,split0_train_precision,split1_train_precision,split2_train_precision,split3_train_precision,split4_train_precision,mean_train_precision,std_train_precision,split0_test_recall,split1_test_recall,split2_test_recall,split3_test_recall,split4_test_recall,mean_test_recall,std_test_recall,rank_test_recall,split0_train_recall,split1_train_recall,split2_train_recall,split3_train_recall,split4_train_recall,mean_train_recall,std_train_recall,split0_test_f1_score,split1_test_f1_score,split2_test_f1_score,split3_test_f1_score,split4_test_f1_score,mean_test_f1_score,std_test_f1_score,rank_test_f1_score,split0_train_f1_score,split1_train_f1_score,split2_train_f1_score,split3_train_f1_score,split4_train_f1_score,mean_train_f1_score,std_train_f1_score
1.0990882396697998,0.012509125513612912,0.2406698226928711,0.0026267228629549516,0.1,linear,,,,"{'C': 0.1, 'kernel': 'linear'}",0.7479474548440066,0.7528735632183908,0.7405582922824302,0.7504105090311987,0.7586206896551724,0.7500821018062398,0.005934092282296431,76,0.7785303776683087,0.7799671592775042,0.7801724137931034,0.7805829228243021,0.7750410509031199,0.7788587848932677,0.0020302566533461548,0.7951919157197644,0.7973903500641603,0.7900718053677495,0.7944835791673603,0.8044417989967669,0.7963158898631603,0.004707316337744044,30,0.8231377905851611,0.8198309935930588,0.8228473332461039,0.8239130556835431,0.8184849175708996,0.8216428181357534,0.0021021332950105598,0.7479474548440066,0.7528735632183908,0.7405582922824302,0.7504105090311987,0.7586206896551724,0.7500821018062398,0.005934092282296431,76,0.7785303776683087,0.7799671592775042,0.7801724137931034,0.7805829228243021,0.7750410509031199,0.7788587848932677,0.0020302566533461548,0.725498733843019,0.7320316386444591,0.7158777559243211,0.7290883571780996,0.7382818180709237,0.7281556607321644,0.007432878269565446,94,0.761615406314758,0.7643134748879041,0.7639447142168286,0.7642674617749041,0.7579165134083568,0.7624115141205502,0.002459736491274888
0.8830187320709229,0.006840378727077715,0.1809093475341797,0.002136833350650809,1.0,linear,,,,"{'C': 1, 'kernel': 'linear'}",0.7914614121510674,0.8013136288998358,0.7857142857142857,0.7931034482758621,0.7939244663382594,0.7931034482758621,0.005007537169778959,19,0.9035303776683087,0.9045566502463054,0.9035303776683087,0.9051724137931034,0.9053776683087028,0.9044334975369459,0.0007853500192819869,0.7933090632665503,0.8026380536540635,0.7907351212089775,0.7955912711898782,0.7943044097709202,0.7953155838180779,0.00399308911537431,36,0.9067544155413126,0.907288286487106,0.9066948197593626,0.9087071000342296,0.9079595453473558,0.9074808334338733,0.0007636058733560065,0.7914614121510674,0.8013136288998358,0.7857142857142857,0.7931034482758621,0.7939244663382594,0.7931034482758621,0.005007537169778959,19,0.9035303776683087,0.9045566502463054,0.9035303776683087,0.9051724137931034,0.9053776683087028,0.9044334975369459,0.0007853500192819869,0.7882235952230806,0.7987032146266282,0.780666664287677,0.7895491945418323,0.7916110335142079,0.7897507404386852,0.005805182463764983,17,0.9025122227380521,0.9036344719852261,0.9025247976260201,0.9041332237503682,0.9044946517147618,0.9034598735628856,0.0008157278959529988
0.9409745216369629,0.009325903415941184,0.1506101131439209,0.001755462035989215,10.0,linear,,,,"{'C': 10, 'kernel': 'linear'}",0.7536945812807881,0.7397372742200329,0.7266009852216748,0.764367816091954,0.7479474548440066,0.7464696223316913,0.012765708850953583,83,0.9708538587848933,0.9729064039408867,0.9731116584564861,0.9702380952380952,0.9729064039408867,0.9720032840722496,0.001208040966302309,0.7527020047477255,0.7390533814932784,0.7251700510837294,0.7641066118898632,0.7469240684074994,0.7455912235244192,0.013076138219580239,100,0.9710772813652914,0.973073094536933,0.973336689303683,0.9705440484771105,0.9730179238869009,0.9722098075139838,0.001159788581640812,0.7536945812807881,0.7397372742200329,0.7266009852216748,0.764367816091954,0.7479474548440066,0.7464696223316913,0.012765708850953583,83,0.9708538587848933,0.9729064039408867,0.9731116584564861,0.9702380952380952,0.9729064039408867,0.9720032840722496,0.001208040966302309,0.752901436839755,0.7393102741651165,0.7254081112655696,0.7642242165872327,0.7471654026495569,0.7458018883014461,0.013036043388840339,76,0.9707934884655145,0.9728578486987842,0.9730570648000549,0.9701670919642122,0.9728653721472088,0.971948173215155,0.001216877249935321
1.0224623203277587,0.007998871959873866,0.1402135372161865,0.002358302068402746,100.0,linear,,,,"{'C': 100, 'kernel': 'linear'}",0.7339901477832512,0.722495894909688,0.7093596059113301,0.7298850574712644,0.7249589490968801,0.7241379310344829,0.008388860278781473,102,0.9850164203612479,0.986247947454844,0.9852216748768473,0.9854269293924466,0.9854269293924466,0.9854679802955666,0.00041863871211764023,0.7337512798435633,0.7226279463873165,0.7087263824080187,0.7314920321193044,0.7252990117495365,0.7243793305015479,0.00880172599783408,117,0.9850693662931712,0.9862949033520905,0.9852795140691676,0.9855098489265539,0.985472424153181,0.9855252113588329,0.00041559839747714597,0.7339901477832512,0.722495894909688,0.7093596059113301,0.7298850574712644,0.7249589490968801,0.7241379310344829,0.008388860278781473,102,0.9850164203612479,0.986247947454844,0.9852216748768473,0.9854269293924466,0.9854269293924466,0.9854679802955666,0.00041863871211764023,0.7338627484287413,0.7225599651215414,0.7089949027141146,0.7304714345480673,0.7251167216686472,0.7242011544962225,0.00857233536811405,101,0.9850020789697262,0.9862356698721793,0.9852070949185725,0.9854101841860393,0.9854139568082222,0.9854537969509478,0.00041945812723735525
1.1646448135375977,0.12181597861100328,0.13181023597717284,0.001208823064154598,1000.0,linear,,,,"{'C': 1000, 'kernel': 'linear'}",0.715927750410509,0.7241379310344828,0.6962233169129721,0.715927750410509,0.6986863711001642,0.7101806239737274,0.010842413148912431,111,0.986247947454844,0.9866584564860427,0.9864532019704434,0.9866584564860427,0.9866584564860427,0.9865353037766831,0.00016420361247945772,0.7176603842244236,0.7236596701980289,0.6955552245740299,0.7160644208920071,0.700046419408641,0.7105972238594261,0.010844235327068288,122,0.9863327785308132,0.9866983409371283,0.9865135848901775,0.9867147521875279,0.9867147521875279,0.9865948417466349,0.00015149185846851436,0.715927750410509,0.7241379310344828,0.6962233169129721,0.715927750410509,0.6986863711001642,0.7101806239737274,0.010842413148912431,111,0.986247947454844,0.9866584564860427,0.9864532019704434,0.9866584564860427,0.9866584564860427,0.9865353037766831,0.00016420361247945772,0.7165605682733348,0.723867358804618,0.6958421299554305,0.7159941487133422,0.6992303669591206,0.7102989145411691,0.010837509359647873,107,0.9862320998359476,0.9866473992323692,0.9864398370086914,0.9866457239440616,0.9866457239440616,0.9865221567930262,0.0001656097433638499
1.2577765941619874,0.003162242940325185,0.31032395362854004,0.01327253827487908,0.1,rbf,1.0,,,"{'C': 0.1, 'gamma': 1, 'kernel': 'rbf'}",0.5944170771756979,0.6050903119868637,0.6042692939244664,0.6018062397372742,0.6042692939244664,0.6019704433497537,0.003934038932909984,117,0.6050903119868637,0.6147372742200329,0.6104269293924466,0.6133004926108374,0.6055008210180624,0.6098111658456487,0.003941741833877786,0.7630685619191365,0.7667512140586241,0.7663272381287205,0.7654706242520386,0.7663272381287205,0.765588975297448,0.0013272040929396011,82,0.7666480920713362,0.7700504478216218,0.7685556051865305,0.7695728804103188,0.7668258044230165,0.7683305659825648,0.0013890289510376918,0.5944170771756979,0.6050903119868637,0.6042692939244664,0.6018062397372742,0.6042692939244664,0.6019704433497537,0.003934038932909984,117,0.6050903119868637,0.6147372742200329,0.6104269293924466,0.6133004926108374,0.6055008210180624,0.6098111658456487,0.003941741833877786,0.4668186547152073,0.4884008888855048,0.4861176991129303,0.481181212296831,0.4861176991129303,0.4817272308246808,0.007818617695446811,117,0.48791582556756913,0.5067767546363504,0.4985819474508076,0.5041579350733619,0.48889277122466096,0.49726504679055,0.007710015019435339
1.2089061260223388,0.0043483519456350055,0.29769339561462405,0.013738001828724136,0.1,rbf,0.1,,,"{'C': 0.1, 'gamma': 0.1, 'kernel': 'rbf'}",0.5697865353037767,0.5697865353037767,0.5706075533661741,0.5706075533661741,0.5706075533661741,0.5702791461412151,0.0004022150644964435,124,0.5704022988505747,0.5704022988505747,0.5701970443349754,0.5701970443349754,0.5701970443349754,0.5702791461412151,0.00010055376612407008,0.3246566958134819,0.3246566958134819,0.3255929799585312,0.3255929799585312,0.3255929799585312,0.32521846630051143,0.000458683681925763,124,0.32535878253402034,0.32535878253402034,0.3251246693683419,0.3251246693683419,0.3251246693683419,0.32521831463461326,0.000114691559595973,0.5697865353037767,0.5697865353037767,0.5706075533661741,0.5706075533661741,0.5706075533661741,0.5702791461412151,0.0004022150644964435,124,0.5704022988505747,0.5704022988505747,0.5701970443349754,0.5701970443349754,0.5701970443349754,0.5702791461412151,0.00010055376612407008,0.4136316480134111,0.4136316480134111,0.4146076838363732,0.4146076838363732,0.4146076838363732,0.4142172695071884,0.00047815794738690747,124,0.4143636095950195,0.4143636095950195,0.4141195788660292,0.4141195788660292,0.4141195788660292,0.4142171911576253,0.00011955015351713746
1.1983463764190674,0.01105749696367519,0.2904679775238037,0.01137966995480539,0.1,rbf,0.01,,,"{'C': 0.1, 'gamma': 0.01, 'kernel': 'rbf'}",0.5697865353037767,0.5697865353037767,0.5706075533661741,0.5706075533661741,0.5706075533661741,0.5702791461412151,0.0004022150644964435,124,0.5704022988505747,0.5704022988505747,0.5701970443349754,0.5701970443349754,0.5701970443349754,0.5702791461412151,0.00010055376612407008,0.3246566958134819,0.3246566958134819,0.3255929799585312,0.3255929799585312,0.3255929799585312,0.32521846630051143,0.000458683681925763,124,0.32535878253402034,0.32535878253402034,0.3251246693683419,0.3251246693683419,0.3251246693683419,0.32521831463461326,0.000114691559595973,0.5697865353037767,0.5697865353037767,0.5706075533661741,0.5706075533661741,0.5706075533661741,0.5702791461412151,0.0004022150644964435,124,0.5704022988505747,0.5704022988505747,0.5701970443349754,0.5701970443349754,0.5701970443349754,0.5702791461412151,0.00010055376612407008,0.4136316480134111,0.4136316480134111,0.4146076838363732,0.4146076838363732,0.4146076838363732,0.4142172695071884,0.00047815794738690747,124,0.4143636095950195,0.4143636095950195,0.4141195788660292,0.4141195788660292,0.4141195788660292,0.4142171911576253,0.00011955015351713746
1.2568602561950684,0.006263792993673216,0.2775126934051514,0.0020805445124209977,1.0,rbf,1.0,,,"{'C': 1, 'gamma': 1, 'kernel': 'rbf'}",0.7963875205254516,0.7972085385878489,0.7898193760262726,0.7972085385878489,0.8021346469622331,0.7965517241379311,0.003934038932909972,5,0.9583333333333334,0.9595648604269293,0.9579228243021346,0.9564860426929392,0.9618226600985221,0.9588259441707716,0.0017921904723270045,0.8052812675541955,0.8034244415468107,0.801906264397642,0.8051307908468744,0.8076568780600768,0.8046799284811199,0.0019337308106098542,13,0.9593095674178399,0.9605179620387683,0.9592048742870307,0.9580772187344315,0.9626771358360583,0.9599573516628258,0.001564113576448217,0.7963875205254516,0.7972085385878489,0.7898193760262726,0.7972085385878489,0.8021346469622331,0.7965517241379311,0.003934038932909972,5,0.9583333333333334,0.9595648604269293,0.9579228243021346,0.9564860426929392,0.9618226600985221,0.9588259441707716,0.0017921904723270045,0.7905578205414153,0.7923485948394708,0.782462201181413,0.7916849225480851,0.797705838834336,0.790951875588944,0.004905793574042317,10,0.9581468957329695,0.9593872456199443,0.9577069649120954,0.9562346500999218,0.9616662091143391,0.958628393095854,0.0018229129685394503
1.114588451385498,0.006962442981818205,0.2666622161865234,0.0030074246378919015,1.0,rbf,0.1,,,"{'C': 1, 'gamma': 0.1, 'kernel': 'rbf'}",0.7824302134646962,0.7865353037766831,0.7758620689655172,0.7799671592775042,0.7865353037766831,0.7822660098522168,0.00406880515381409,39,0.825944170771757,0.8240968801313628,0.8267651888341544,0.8206075533661741,0.8216338259441708,0.8238095238095239,0.0023816600499770584,0.8082871380720552,0.8113237621858311,0.8049220688093718,0.8027450728583515,0.8084230092390824,0.8071402102329385,0.0029900002547588686,7,0.8470955780445318,0.8452494910081515,0.848383834352512,0.8456210325559547,0.843138464936079,0.8458976801794458,0.0017734640529780167,0.7824302134646962,0.7865353037766831,0.7758620689655172,0.7799671592775042,0.7865353037766831,0.7822660098522168,0.00406880515381409,39,0.825944170771757,0.8240968801313628,0.8267651888341544,0.8206075533661741,0.8216338259441708,0.8238095238095239,0.0023816600499770584,0.7705727058775991,0.7753778570113269,0.7623127090065922,0.7685849709198878,0.7760479150444509,0.7705792315719714,0.0050049139550337905,53,0.8188243171976394,0.8168502090399008,0.8196239086350224,0.8123498468293244,0.8141590216685431,0.8163614606740861,0.002752885291149403
